,Zone1Power,Zone2Power,Zone3Power,Zone4Power,Total Power
0,38.2,14.3,0.0,46.8,99.3
1,38.2,14.3,0.0,46.8,99.3
2,38.2,14.3,0.0,46.8,99.3
3,38.2,14.3,0.0,46.8,99.3
4,38.2,14.3,0.0,46.8,99.3
5,38.2,14.3,0.0,46.8,99.3
6,38.2,14.3,0.0,46.8,99.3
7,38.2,14.3,0.0,46.8,99.3
8,38.2,14.3,0.0,46.8,99.3
9,38.2,14.3,0.0,46.8,99.3
10,38.2,14.3,0.0,46.8,99.3
11,38.2,14.3,0.0,46.8,99.3
12,38.2,14.3,0.0,46.8,99.3
13,38.2,14.3,0.0,46.8,99.3
14,38.2,14.3,0.0,46.8,99.3
15,38.2,14.3,0.0,46.8,99.3
16,38.2,14.3,0.0,46.8,99.3
17,38.2,14.3,0.0,46.8,99.3
18,38.2,14.3,0.0,46.8,99.3
19,38.2,14.3,0.0,46.8,99.3
20,38.2,14.3,0.0,46.8,99.3
21,38.2,14.3,0.0,46.8,99.3
22,38.2,14.3,0.0,46.8,99.3
23,38.2,14.3,0.0,46.8,99.3
24,38.2,14.3,0.0,46.8,99.3
25,38.2,14.3,0.0,46.8,99.3
26,38.2,14.3,0.0,46.8,99.3
27,38.2,14.3,0.0,46.8,99.3
28,38.2,14.3,0.0,46.8,99.3
29,38.2,14.6,0.0,46.8,99.6
30,38.2,14.6,0.0,46.8,99.6
31,38.2,14.6,0.0,46.8,99.6
32,38.2,14.6,0.0,46.8,99.6
33,38.2,14.6,0.0,46.8,99.6
34,38.2,14.6,0.0,46.8,99.6
35,38.2,14.6,0.0,46.8,99.6
36,38.2,14.6,0.0,46.8,99.6
37,38.2,14.6,0.0,46.8,99.6
38,38.2,14.6,0.0,46.8,99.6
39,38.2,14.6,0.0,45.2,98.0
40,38.2,14.6,0.0,45.2,98.0
41,38.2,14.6,0.0,45.2,98.0
42,38.2,14.6,0.0,45.2,98.0
43,38.2,14.6,0.0,45.2,98.0
44,38.2,14.6,0.0,45.2,98.0
45,38.2,14.6,0.0,45.2,98.0
46,38.2,14.6,0.0,45.2,98.0
47,38.2,14.6,0.0,45.2,98.0
48,38.2,14.6,0.0,45.2,98.0
49,38.2,14.6,0.0,45.2,98.0
50,38.2,14.6,0.0,45.2,98.0
51,38.2,14.6,0.0,45.2,98.0
52,38.2,14.6,0.0,45.2,98.0
53,38.2,14.6,0.0,45.2,98.0
54,38.2,14.6,0.0,45.2,98.0
55,38.2,14.6,0.0,45.2,98.0
56,38.2,14.6,0.0,45.2,98.0
57,38.2,14.6,0.0,45.2,98.0
58,38.2,14.6,0.0,45.2,98.0
59,38.2,14.6,0.0,45.2,98.0
60,38.2,14.6,0.0,45.2,98.0
61,38.2,14.6,0.0,45.2,98.0
62,38.2,14.6,0.0,45.2,98.0
63,38.2,14.6,0.0,45.2,98.0
64,38.2,14.6,0.0,45.2,98.0
65,38.2,14.6,0.0,45.2,98.0
66,38.2,14.6,0.0,46.6,99.4
67,38.2,14.6,0.0,46.6,99.4
68,38.2,14.6,0.0,46.6,99.4
69,38.2,14.6,0.0,46.6,99.4
70,38.2,14.6,0.0,46.6,99.4
71,38.2,17.5,0.0,46.6,102.30000000000001
72,38.2,17.5,0.0,46.6,102.30000000000001
73,38.2,17.5,0.0,46.6,102.30000000000001
74,38.2,17.5,0.0,46.6,102.30000000000001
75,38.2,17.5,0.0,46.6,102.30000000000001
76,38.2,17.5,0.0,46.6,102.30000000000001
77,38.2,17.5,0.0,46.6,102.30000000000001
78,38.2,17.5,0.0,46.6,102.30000000000001
79,38.2,17.5,0.0,46.6,102.30000000000001
80,38.2,17.5,0.0,46.6,102.30000000000001
81,38.2,17.5,0.0,46.6,102.30000000000001
82,38.2,17.5,0.0,46.6,102.30000000000001
83,38.2,17.5,0.0,46.6,102.30000000000001
84,38.2,17.5,0.0,46.6,102.30000000000001
85,38.2,17.5,0.0,46.6,102.30000000000001
86,38.2,17.5,0.0,46.6,102.30000000000001
87,38.2,17.5,0.0,46.6,102.30000000000001
88,38.2,17.5,0.0,46.6,102.30000000000001
89,38.2,17.5,0.0,46.6,102.30000000000001
90,38.2,17.5,0.0,46.6,102.30000000000001
91,38.2,17.5,0.0,46.6,102.30000000000001
92,38.2,17.5,0.0,46.6,102.30000000000001
93,38.2,17.5,0.0,46.7,102.4
94,38.2,17.5,0.0,46.7,102.4
95,38.2,17.5,0.0,46.7,102.4
96,38.2,17.5,0.0,46.7,102.4
97,38.2,17.5,0.0,46.7,102.4
98,38.2,17.5,0.0,46.7,102.4
99,38.2,19.1,0.0,46.7,104.0
100,38.2,19.1,0.0,46.7,104.0
101,38.2,19.1,0.0,46.7,104.0
102,38.2,19.1,0.0,46.7,104.0
103,38.2,19.1,0.0,46.7,104.0
104,38.2,19.1,0.0,46.7,104.0
105,38.2,19.1,0.0,46.7,104.0
106,38.2,19.1,0.0,46.7,104.0
107,38.2,19.1,0.0,46.7,104.0
108,38.2,19.1,0.0,46.7,104.0
109,38.2,19.1,0.0,46.7,104.0
110,38.2,19.1,0.0,46.7,104.0
111,38.2,19.1,0.0,46.7,104.0
112,38.2,19.1,0.0,46.7,104.0
113,38.2,19.1,0.0,46.7,104.0
114,38.2,19.1,0.0,46.7,104.0
115,38.2,19.1,0.0,46.7,104.0
116,38.2,19.1,0.0,43.3,100.6
117,38.2,19.1,0.0,43.3,100.6
118,38.2,19.1,0.0,43.3,100.6
119,38.2,19.1,0.0,43.3,100.6
120,38.2,19.1,0.0,43.3,100.6
121,38.2,19.1,0.0,43.3,100.6
122,38.2,19.1,0.0,43.3,100.6
123,38.2,19.1,0.0,43.3,100.6
124,38.2,18.0,0.0,43.3,99.5
125,38.2,18.0,0.0,43.3,99.5
126,38.2,18.0,0.0,43.3,99.5
127,38.2,18.0,0.0,43.3,99.5
128,38.2,18.0,0.0,43.3,99.5
129,38.2,18.0,0.0,43.3,99.5
130,38.2,18.0,0.0,43.3,99.5
131,38.2,18.0,0.0,43.3,99.5
132,38.2,18.0,0.0,43.3,99.5
133,38.2,18.0,0.0,43.3,99.5
134,38.2,18.0,0.0,43.3,99.5
135,38.2,18.0,0.0,43.3,99.5
136,38.2,18.0,0.0,43.3,99.5
137,38.2,18.0,0.0,43.3,99.5
138,38.2,18.0,0.0,43.3,99.5
139,38.2,18.0,0.0,43.3,99.5
140,38.2,18.0,0.0,43.3,99.5
141,38.2,18.0,0.0,45.9,102.1
142,38.2,18.0,0.0,45.9,102.1
143,38.2,18.0,0.0,45.9,102.1
144,38.2,18.0,0.0,45.9,102.1
145,38.2,18.0,0.0,45.9,102.1
146,38.2,18.0,0.0,45.9,102.1
147,38.2,0.0,0.0,45.9,84.1
148,38.2,0.0,0.0,45.9,84.1
149,38.2,0.0,0.0,45.9,84.1
150,38.2,0.0,0.0,45.9,84.1
151,38.2,0.0,0.0,45.9,84.1
152,38.2,0.0,0.0,45.9,84.1
153,38.2,0.0,0.0,45.9,84.1
154,38.2,0.0,0.0,45.9,84.1
155,38.2,0.0,0.0,45.9,84.1
156,38.2,0.0,0.0,45.9,84.1
157,38.2,0.0,0.0,45.9,84.1
158,38.2,0.0,0.0,45.9,84.1
159,38.2,0.0,0.0,45.9,84.1
160,38.2,0.0,0.0,45.9,84.1
161,38.2,0.0,0.0,45.9,84.1
162,38.2,0.0,0.0,45.9,84.1
163,38.2,0.0,0.0,45.9,84.1
164,38.2,0.0,0.0,45.9,84.1
165,38.2,0.0,0.0,45.9,84.1
166,38.2,0.0,0.0,45.9,84.1
167,38.2,0.0,0.0,45.9,84.1
168,38.2,0.0,0.0,45.9,84.1
169,38.2,0.0,0.0,45.9,84.1
170,38.2,0.0,0.0,45.9,84.1
171,38.2,0.0,0.0,45.9,84.1
172,38.2,0.0,0.0,45.9,84.1
173,38.2,0.0,0.0,45.9,84.1
174,38.2,0.0,0.0,45.9,84.1
175,38.2,0.0,0.0,45.9,84.1
176,38.2,0.0,0.0,45.9,84.1
177,38.2,0.0,0.0,45.9,84.1
178,38.2,0.0,0.0,45.9,84.1
179,38.2,0.0,0.0,45.9,84.1
180,38.2,0.0,0.0,46.8,85.0
181,38.2,0.0,0.0,46.8,85.0
182,38.2,0.0,0.0,46.8,85.0
183,38.2,0.0,0.0,46.8,85.0
184,38.2,0.0,0.0,46.8,85.0
185,38.2,0.0,0.0,46.8,85.0
186,38.2,0.0,0.0,46.8,85.0
187,38.2,0.0,0.0,46.8,85.0
188,38.2,0.0,0.0,46.8,85.0
189,38.2,0.0,0.0,46.8,85.0
190,38.2,0.0,0.0,46.8,85.0
191,38.2,0.0,0.0,46.8,85.0
192,38.2,0.0,0.0,46.8,85.0
193,38.2,0.0,0.0,46.8,85.0
194,38.2,0.0,0.0,46.8,85.0
195,38.2,0.0,0.0,46.8,85.0
196,38.2,0.0,0.0,46.8,85.0
197,38.2,0.0,0.0,46.8,85.0
198,38.2,0.0,0.0,46.8,85.0
199,38.2,0.0,0.0,46.8,85.0
200,38.2,0.0,0.0,46.8,85.0
201,38.2,0.0,0.0,46.8,85.0
202,38.2,0.0,0.0,46.8,85.0
203,38.2,0.0,0.0,46.8,85.0
204,38.2,0.0,0.0,46.8,85.0
205,38.2,0.0,0.0,4.5,42.7
206,38.2,0.0,0.0,4.5,42.7
207,38.2,0.0,0.0,4.5,42.7
208,38.2,0.0,0.0,4.5,42.7
209,38.2,0.0,0.0,4.5,42.7
210,38.2,0.0,0.0,4.5,42.7
211,38.2,0.0,0.0,4.5,42.7
212,38.2,0.0,0.0,4.5,42.7
213,38.2,0.0,0.0,4.5,42.7
214,38.2,0.0,0.0,4.5,42.7
215,38.2,0.0,0.0,4.5,42.7
216,38.2,0.0,0.0,4.5,42.7
217,38.2,0.0,0.0,4.5,42.7
218,38.2,0.0,0.0,4.5,42.7
219,38.2,0.0,0.0,4.5,42.7
220,38.2,0.0,0.0,4.5,42.7
221,38.2,0.0,0.0,4.5,42.7
222,38.2,0.0,0.0,4.5,42.7
223,38.2,0.0,0.0,4.5,42.7
224,38.2,0.0,0.0,4.5,42.7
225,38.2,0.0,0.0,4.5,42.7
226,38.2,0.0,0.0,4.5,42.7
227,38.2,0.0,0.0,4.5,42.7
228,38.2,0.0,0.0,4.5,42.7
229,38.2,0.0,0.0,4.5,42.7
230,38.2,0.0,0.0,0.0,38.2
231,38.2,0.0,0.0,0.0,38.2
232,38.2,0.0,0.0,0.0,38.2
233,38.2,0.0,0.0,0.0,38.2
234,38.2,0.0,0.0,0.0,38.2
235,38.2,0.0,0.0,0.0,38.2
236,38.2,0.0,0.0,0.0,38.2
237,38.2,0.0,0.0,0.0,38.2
238,38.2,0.0,0.0,0.0,38.2
239,38.2,0.0,0.0,0.0,38.2
240,38.2,0.0,0.0,0.0,38.2
241,38.2,0.0,0.0,0.0,38.2
242,38.2,0.0,0.0,0.0,38.2
243,38.2,0.0,0.0,0.0,38.2
244,38.2,0.0,0.0,0.0,38.2
245,38.2,0.0,0.0,0.0,38.2
246,38.2,0.0,0.0,0.0,38.2
247,38.2,0.0,0.0,0.0,38.2
248,38.2,0.0,0.0,0.0,38.2
249,38.2,0.0,0.0,0.0,38.2
250,38.2,0.0,0.0,0.0,38.2
251,38.2,0.0,0.0,0.0,38.2
252,38.2,0.0,0.0,0.0,38.2
253,38.2,0.0,0.0,0.0,38.2
254,38.2,0.0,0.0,0.0,38.2
255,38.2,0.0,0.0,0.0,38.2
256,38.2,0.0,0.0,0.0,38.2
257,38.2,0.0,0.0,0.0,38.2
258,38.2,0.0,0.0,0.0,38.2
259,38.2,0.0,0.0,0.0,38.2
260,38.2,0.0,0.0,0.0,38.2
261,38.2,0.0,0.0,0.0,38.2
262,38.2,0.0,0.0,0.0,38.2
263,38.2,0.0,0.0,0.0,38.2
264,38.2,0.0,0.0,0.0,38.2
265,38.2,0.0,0.0,0.0,38.2
266,38.2,0.0,0.0,0.0,38.2
267,38.2,0.0,0.0,0.0,38.2
268,38.2,0.0,0.0,0.0,38.2
269,38.2,0.0,0.0,0.0,38.2
270,38.2,0.0,0.0,0.0,38.2
271,38.2,0.0,0.0,0.0,38.2
272,38.2,0.0,0.0,0.0,38.2
273,38.2,0.0,0.0,0.0,38.2
274,38.2,0.0,0.0,0.0,38.2
275,38.2,0.0,0.0,0.0,38.2
276,38.2,0.0,0.0,0.0,38.2
277,38.2,0.0,0.0,0.0,38.2
278,38.2,0.0,0.0,0.0,38.2
279,38.2,0.0,0.0,0.0,38.2
280,38.2,0.0,0.0,0.0,38.2
281,38.2,0.0,0.0,0.0,38.2
282,38.2,0.0,0.0,0.0,38.2
283,38.2,0.0,0.0,0.0,38.2
284,38.2,0.0,0.0,0.0,38.2
285,38.2,0.0,0.0,0.0,38.2
286,38.2,0.0,0.0,0.0,38.2
287,38.2,0.0,0.0,0.0,38.2
288,38.2,0.0,0.0,0.0,38.2
289,38.2,0.0,0.0,0.0,38.2
290,38.2,0.0,0.0,0.0,38.2
291,38.2,0.0,0.0,0.0,38.2
292,38.2,0.0,0.0,0.0,38.2
293,38.2,0.0,0.0,0.0,38.2
294,38.2,0.0,0.0,0.0,38.2
295,38.2,0.0,0.0,0.0,38.2
296,38.2,0.0,0.0,0.0,38.2
297,38.2,0.0,0.0,0.0,38.2
298,38.2,0.0,0.0,0.0,38.2
299,38.2,0.0,0.0,0.0,38.2
300,38.2,0.0,0.0,0.0,38.2
301,38.2,0.0,0.0,0.0,38.2
302,38.2,0.0,0.0,0.0,38.2
303,38.2,0.0,0.0,0.0,38.2
304,38.2,0.0,0.0,0.0,38.2
305,38.2,0.0,0.0,0.0,38.2
306,38.2,0.0,0.0,0.0,38.2
307,38.2,0.0,0.0,0.0,38.2
308,38.2,0.0,0.0,0.0,38.2
309,38.2,0.0,0.0,0.0,38.2
310,38.2,0.0,0.0,0.0,38.2
311,38.2,0.0,0.0,0.0,38.2
312,38.2,0.0,0.0,0.0,38.2
313,38.2,0.0,0.0,0.0,38.2
314,38.2,0.0,0.0,0.0,38.2
315,38.2,0.0,0.0,0.0,38.2
316,38.2,0.0,0.0,0.0,38.2
317,38.2,0.0,0.0,0.0,38.2
318,38.2,0.0,0.0,0.0,38.2
319,38.2,0.0,0.0,0.0,38.2
320,38.2,0.0,0.0,0.0,38.2
321,38.2,0.0,0.0,0.0,38.2
322,38.2,0.0,0.0,0.0,38.2
323,38.2,0.0,0.0,0.0,38.2
324,38.2,0.0,0.0,0.0,38.2
325,38.2,0.0,0.0,0.0,38.2
326,38.2,0.0,0.0,0.0,38.2
327,38.2,0.0,0.0,0.0,38.2
328,38.2,0.0,0.0,0.0,38.2
329,38.2,0.0,0.0,0.0,38.2
330,38.2,0.0,0.0,0.0,38.2
331,38.2,0.0,0.0,0.0,38.2
332,38.2,0.0,0.0,0.0,38.2
333,38.2,0.0,0.0,0.0,38.2
334,38.2,0.0,0.0,0.0,38.2
335,38.2,0.0,0.0,0.0,38.2
336,38.2,0.0,0.0,0.0,38.2
337,38.2,0.0,0.0,0.0,38.2
338,38.2,0.0,0.0,0.0,38.2
339,38.2,0.0,0.0,0.0,38.2
340,38.2,0.0,0.0,0.0,38.2
341,38.2,0.0,0.0,0.0,38.2
342,38.2,0.0,0.0,0.0,38.2
343,38.2,0.0,0.0,0.0,38.2
344,38.2,0.0,0.0,0.0,38.2
345,38.2,0.0,0.0,0.0,38.2
346,38.2,0.0,0.0,0.0,38.2
347,38.2,0.0,0.0,0.0,38.2
348,38.2,0.0,0.0,0.0,38.2
349,38.2,0.0,0.0,0.0,38.2
350,38.2,0.0,0.0,0.0,38.2
351,38.2,0.0,0.0,0.0,38.2
352,38.2,0.0,0.0,0.0,38.2
353,38.2,0.0,0.0,0.0,38.2
354,38.2,0.0,0.0,0.0,38.2
355,38.2,0.0,0.0,0.0,38.2
356,38.2,0.0,0.0,0.0,38.2
357,38.2,0.0,0.0,0.0,38.2
358,38.2,0.0,0.0,0.0,38.2
359,38.2,0.0,0.0,0.0,38.2
360,38.2,0.0,0.0,0.0,38.2
361,38.2,0.0,0.0,0.0,38.2
362,38.2,0.0,0.0,0.0,38.2
363,38.2,0.0,0.0,0.0,38.2
364,38.2,0.0,0.0,0.0,38.2
365,38.2,0.0,0.0,0.0,38.2
366,38.2,0.0,0.0,0.0,38.2
367,38.2,0.0,0.0,0.0,38.2
368,38.2,0.0,0.0,0.0,38.2
369,38.2,0.0,0.0,0.0,38.2
370,38.2,0.0,0.0,0.0,38.2
371,38.2,0.0,0.0,0.0,38.2
372,38.2,0.0,0.0,0.0,38.2
373,38.2,0.0,0.0,0.0,38.2
374,38.2,0.0,0.0,0.0,38.2
375,38.2,0.0,0.0,0.0,38.2
376,38.2,0.0,0.0,0.0,38.2
377,38.2,0.0,0.0,0.0,38.2
378,38.2,0.0,0.0,0.0,38.2
379,38.2,0.0,0.0,0.0,38.2
380,38.2,0.0,0.0,0.0,38.2
381,38.2,0.0,0.0,0.0,38.2
382,38.2,0.0,0.0,0.0,38.2
383,38.2,0.0,0.0,0.0,38.2
384,38.2,0.0,0.0,0.0,38.2
385,38.2,0.0,0.0,0.0,38.2
386,38.2,0.0,0.0,0.0,38.2
387,38.2,0.0,0.0,0.0,38.2
388,38.2,0.0,0.0,0.0,38.2
389,38.2,0.0,0.0,0.0,38.2
390,38.2,0.0,0.0,0.0,38.2
391,38.2,0.0,0.0,0.0,38.2
392,38.2,0.0,0.0,0.0,38.2
393,38.2,0.0,0.0,0.0,38.2
394,38.2,0.0,0.0,0.0,38.2
395,38.2,0.0,0.0,0.0,38.2
396,38.2,0.0,0.0,0.0,38.2
397,38.2,0.0,0.0,0.0,38.2
398,38.2,0.0,0.0,0.0,38.2
399,38.2,0.0,0.0,0.0,38.2
400,38.2,0.0,0.0,0.0,38.2
401,38.2,0.0,0.0,0.0,38.2
402,38.2,0.0,0.0,0.0,38.2
403,38.2,0.0,0.0,0.0,38.2
404,38.2,0.0,0.0,0.0,38.2
405,38.2,0.0,0.0,0.0,38.2
406,38.2,0.0,0.0,0.0,38.2
407,38.2,0.0,0.0,0.0,38.2
408,38.2,0.0,0.0,0.0,38.2
409,38.2,0.0,0.0,0.0,38.2
410,38.2,0.0,0.0,0.0,38.2
411,38.2,0.0,0.0,0.0,38.2
412,38.2,0.0,0.0,0.0,38.2
413,38.2,0.0,0.0,0.0,38.2
414,38.2,0.0,0.0,0.0,38.2
415,38.2,0.0,0.0,0.0,38.2
416,38.2,0.0,0.0,0.0,38.2
417,38.2,0.0,0.0,0.0,38.2
418,38.2,0.0,0.0,0.0,38.2
419,38.2,0.0,0.0,0.0,38.2
420,38.2,0.0,0.0,0.0,38.2
421,38.2,0.0,0.0,0.0,38.2
422,38.2,0.0,0.0,0.0,38.2
423,38.2,0.0,0.0,0.0,38.2
424,38.2,0.0,0.0,0.0,38.2
425,38.2,0.0,0.0,0.0,38.2
426,38.2,0.0,0.0,0.0,38.2
427,38.2,0.0,0.0,0.0,38.2
428,38.2,0.0,0.0,0.0,38.2
429,38.2,0.0,0.0,0.0,38.2
430,38.2,0.0,0.0,0.0,38.2
431,38.2,0.0,0.0,0.0,38.2
432,38.2,0.0,0.0,0.0,38.2
433,38.2,0.0,0.0,0.0,38.2
434,38.2,0.0,0.0,0.0,38.2
435,38.2,0.0,0.0,0.0,38.2
436,38.2,0.0,0.0,0.0,38.2
437,38.2,0.0,0.0,0.0,38.2
438,38.2,0.0,0.0,0.0,38.2
439,38.2,0.0,0.0,0.0,38.2
440,38.2,0.0,0.0,0.0,38.2
441,38.2,0.0,0.0,0.0,38.2
442,38.2,0.0,0.0,0.0,38.2
443,38.2,0.0,0.0,0.0,38.2
444,38.2,0.0,0.0,0.0,38.2
445,38.2,0.0,0.0,0.0,38.2
446,38.2,0.0,0.0,0.0,38.2
447,38.2,0.0,0.0,0.0,38.2
448,38.2,0.0,0.0,0.0,38.2
449,38.2,0.0,0.0,0.0,38.2
450,38.2,0.0,0.0,0.0,38.2
451,38.2,0.0,0.0,0.0,38.2
452,38.2,0.0,0.0,0.0,38.2
453,38.2,0.0,0.0,0.0,38.2
454,38.2,0.0,0.0,0.0,38.2
455,38.2,0.0,0.0,0.0,38.2
456,38.2,0.0,0.0,0.0,38.2
457,38.2,0.0,0.0,0.0,38.2
458,38.2,0.0,0.0,0.0,38.2
459,38.2,0.0,0.0,0.0,38.2
460,38.2,0.0,0.0,0.0,38.2
461,38.2,0.0,0.0,0.0,38.2
462,38.2,0.0,0.0,0.0,38.2
463,38.2,0.0,0.0,0.0,38.2
464,38.2,0.0,0.0,0.0,38.2
465,38.2,0.0,0.0,0.0,38.2
466,38.2,0.0,0.0,0.0,38.2
467,38.2,0.0,0.0,0.0,38.2
468,38.2,0.0,0.0,0.0,38.2
469,38.2,0.0,0.0,0.0,38.2
470,38.2,0.0,0.0,0.0,38.2
471,38.2,0.0,0.0,0.0,38.2
472,38.2,0.0,0.0,0.0,38.2
473,38.2,0.0,0.0,0.0,38.2
474,38.2,0.0,0.0,0.0,38.2
475,38.2,0.0,0.0,0.0,38.2
476,38.2,0.0,0.0,0.0,38.2
477,38.2,0.0,0.0,0.0,38.2
478,38.2,0.0,0.0,0.0,38.2
479,38.2,0.0,0.0,0.0,38.2
480,38.2,0.0,0.0,0.0,38.2
481,38.2,0.0,0.0,0.0,38.2
482,38.2,0.0,0.0,0.0,38.2
483,38.2,0.0,0.0,0.0,38.2
484,38.2,0.0,0.0,0.0,38.2
485,38.2,0.0,0.0,0.0,38.2
486,38.2,0.0,0.0,0.0,38.2
487,38.2,0.0,0.0,0.0,38.2
488,38.2,0.0,0.0,0.0,38.2
489,38.2,0.0,0.0,0.0,38.2
490,38.2,0.0,0.0,0.0,38.2
491,38.2,0.0,0.0,0.0,38.2
492,38.2,0.0,0.0,0.0,38.2
493,38.2,0.0,0.0,0.0,38.2
494,38.2,0.0,0.0,0.0,38.2
495,38.2,0.0,0.0,0.0,38.2
496,38.2,0.0,0.0,0.0,38.2
497,38.2,0.0,0.0,0.0,38.2
498,38.2,0.0,0.0,0.0,38.2
499,38.2,0.0,0.0,0.0,38.2
500,38.2,0.0,0.0,0.0,38.2
501,38.2,0.0,0.0,0.0,38.2
502,38.2,0.0,0.0,0.0,38.2
503,38.2,0.0,0.0,0.0,38.2
504,38.2,0.0,0.0,0.0,38.2
505,38.2,0.0,0.0,0.0,38.2
506,38.2,0.0,0.0,0.0,38.2
507,38.2,0.0,0.0,0.0,38.2
508,38.2,0.0,0.0,0.0,38.2
509,38.2,0.0,0.0,0.0,38.2
510,38.2,0.0,0.0,0.0,38.2
511,38.2,0.0,0.0,0.0,38.2
512,38.2,0.0,0.0,0.0,38.2
513,38.2,0.0,0.0,0.0,38.2
514,38.2,0.0,0.0,0.0,38.2
515,38.2,0.0,0.0,0.0,38.2
516,38.2,0.0,0.0,0.0,38.2
517,38.2,0.0,0.0,0.0,38.2
518,38.2,0.0,0.0,0.0,38.2
